Loading Datastore...
 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://127.0.0.1:6080/ (Press CTRL+C to quit)
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcImM3NmE2ZDhkLTFiZmUtNGQyYi04YzQzLTllOWQ2Y2QyMWQ1Y1wiIn0.INUGL6Tld-iCArd5Hlok7zgkXrFDaO11nsBpyqM8PeU&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcImVmZDMwNzYyLTk5MjUtNDlkOS05NzNlLTk3MmNmYTEzYmRjMVwiIn0.IWRVYhNSwSDJBBIaT5jpaHqay7Q0V9EDv_32YvvU2Kk&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /message/sendlaterdm/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjlhYjljOWRhLWU2NTAtNDIwZi1iOWQyLTdlNDI1ODEwNzlhY1wiIn0.ac6uETee7NlbkiaVuKeA1sBCMBdSvvGy0TpxH3dU1OY&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcIjJhYmY1MjllLTg3NDYtNGU4NS1hNDBiLTBlMzU5MjJkMjc3YVwiIn0.f3vivcNr8vkMorlPnduKEkkQVsUpLA_Sj7gK3dJXNOM&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjMsInNlc3Npb25faWQiOiJcImIzMjM3ZGRmLTFhNjktNDQ5Ni04MTU1LTU2YTQyODVhMDg2OVwiIn0.H327Hhsnu1S5zr_16mbyU0wYKbknCR2pazx7AZ8D8yg&u_id=3 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcIjJhYmY1MjllLTg3NDYtNGU4NS1hNDBiLTBlMzU5MjJkMjc3YVwiIn0.f3vivcNr8vkMorlPnduKEkkQVsUpLA_Sj7gK3dJXNOM&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /message/sendlaterdm/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjdkMzczOTYyLWQzODctNGVkMi05ZGEwLWY1ZDdmZDI5ZTkyNFwiIn0.kM9SUDVgbXYIcn94etYfYTqPI8-Of_lF_e8sOCv0EPk&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcImI4ZGM4YjgyLWVhM2QtNDNiYy05NTJkLTc3NGQxN2M2NzQ5MVwiIn0.K5GjIfcisuQNe3vdfIQq6ll5ZBUYMcxaNIFejK4-RPI&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjdkMzczOTYyLWQzODctNGVkMi05ZGEwLWY1ZDdmZDI5ZTkyNFwiIn0.kM9SUDVgbXYIcn94etYfYTqPI8-Of_lF_e8sOCv0EPk&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /message/sendlaterdm/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjQ4MTNiOGJlLWM3MzYtNGUxNy05NzZjLTA4ZTZmYzVjYjJkNlwiIn0.yVBSNyMGTbO74jmoV4sIgw953KhaamSzwJ4KwEXJzSM&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcIjk2ZGRhNjgwLWM5OGUtNGU5YS05OTY1LTliNjc3MGU3NmM5YlwiIn0.uFQkZrN3yhcjQxPj2Vey_h-AERIjILFEV9Dfw4zh-v4&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjQ4MTNiOGJlLWM3MzYtNGUxNy05NzZjLTA4ZTZmYzVjYjJkNlwiIn0.yVBSNyMGTbO74jmoV4sIgw953KhaamSzwJ4KwEXJzSM&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /message/sendlaterdm/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcImQ5NmNlYmZlLWI2YjYtNDYwZi1hZDllLTEyNGM3ZTY0NmYwZVwiIn0.AAeddBh3gSsjyUz2LHs-6f41GORcUyvdK1pr6N__rbc&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /message/sendlaterdm/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcImRmMGYxOGEwLThjYTYtNDI3My1iNjM5LWFiYmQxOTkyZDhhMVwiIn0.DZ5Kg6KYf1LMTlMYFHnxmBhC3FB4zDCyAer7xEgWCDk&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcIjU4NzNkNTk2LWRlMDUtNDExZS1iYmFhLWI2NTMyOTJlYWU0NlwiIn0.t18C4ppkzpM23dMwEvtSS7hJDMxvN_N5RcO-oZd6UiA&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcImRmMGYxOGEwLThjYTYtNDI3My1iNjM5LWFiYmQxOTkyZDhhMVwiIn0.DZ5Kg6KYf1LMTlMYFHnxmBhC3FB4zDCyAer7xEgWCDk&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /message/sendlaterdm/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjdmZGQ2ZWU3LWRlOWQtNDhhMi05ODE0LWVhMzA2MGUyMjNmOFwiIn0.6BoGy-iJpr6BDRUxssFEuj_xlF9Z2e5IpqNNw1zlJlE&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /message/share/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcImVjOWJhNzU2LWMyZTQtNDRjZi1iMDhlLTA3NzNlNmRkYmJjMlwiIn0.oytl0hqC0C3yfX4TQTr_33_Hz4s2bOH5Kun1raYbb4c&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcImU4ZGJiOTFkLTQ5NmItNGZhMS05ZjE4LTA2NjMzM2UxMmYwY1wiIn0.qgo_rzcxz6-1_mRyKOq8c06OFxxRjBxQgdfI7Z--zKA&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcImVjOWJhNzU2LWMyZTQtNDRjZi1iMDhlLTA3NzNlNmRkYmJjMlwiIn0.oytl0hqC0C3yfX4TQTr_33_Hz4s2bOH5Kun1raYbb4c&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /message/senddm/v1 HTTP/1.1" 200 -
[2021-11-15 20:26:28,876] ERROR in app: Exception on /message/share/v1 [POST]
Traceback (most recent call last):
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 1513, in full_dispatch_request
    rv = self.dispatch_request()
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 1499, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "/tmp_amd/kamen/export/kamen/3/cs1531/project-automarking/tempstore/src/server.py", line 426, in message_share
    message_share_v1(data['token'], data['og_message_id'], data['message'], data['channel_id'], data['dm_id'] )
  File "/tmp_amd/kamen/export/kamen/3/cs1531/project-automarking/tempstore/src/message.py", line 294, in message_share_v1
    new_message = message + '\n"""\n' + og_message + '\n"""\n'
TypeError: can only concatenate str (not "dict") to str

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 2070, in wsgi_app
    response = self.full_dispatch_request()
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 1515, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask_cors/extension.py", line 165, in wrapped_function
    return cors_after_request(app.make_response(f(*args, **kwargs)))
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 1390, in handle_user_exception
    return self.ensure_sync(handler)(e)
  File "/tmp_amd/kamen/export/kamen/3/cs1531/project-automarking/tempstore/src/server.py", line 32, in defaultHandler
    response = err.get_response()
AttributeError: 'TypeError' object has no attribute 'get_response'
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /message/share/v1 HTTP/1.1" 500 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjQ5OWQ0MDM0LTM2Y2MtNDkzYi1iOWQ0LTc3OWE0NzllNjdiYlwiIn0.MPW-NThknpvjiJ-cOp_uNm5Tp0ekzrdocRYs_0taWEM&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcIjE1NzllMWZiLTVjNDItNDM3Yi04OGEzLWM0ZjA0MDhkNmUwYlwiIn0.vdoWrWVUlrbTM74DtRCJg-SZdmPO49eT5O0sU7gFUIg&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjQ5OWQ0MDM0LTM2Y2MtNDkzYi1iOWQ0LTc3OWE0NzllNjdiYlwiIn0.MPW-NThknpvjiJ-cOp_uNm5Tp0ekzrdocRYs_0taWEM&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /message/senddm/v1 HTTP/1.1" 200 -
[2021-11-15 20:26:28,971] ERROR in app: Exception on /message/share/v1 [POST]
Traceback (most recent call last):
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 1513, in full_dispatch_request
    rv = self.dispatch_request()
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 1499, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "/tmp_amd/kamen/export/kamen/3/cs1531/project-automarking/tempstore/src/server.py", line 426, in message_share
    message_share_v1(data['token'], data['og_message_id'], data['message'], data['channel_id'], data['dm_id'] )
  File "/tmp_amd/kamen/export/kamen/3/cs1531/project-automarking/tempstore/src/message.py", line 282, in message_share_v1
    new_message = message + '\n"""\n' + og_message['message'] + '\n"""\n'
TypeError: 'bool' object is not subscriptable

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 2070, in wsgi_app
    response = self.full_dispatch_request()
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 1515, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask_cors/extension.py", line 165, in wrapped_function
    return cors_after_request(app.make_response(f(*args, **kwargs)))
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 1390, in handle_user_exception
    return self.ensure_sync(handler)(e)
  File "/tmp_amd/kamen/export/kamen/3/cs1531/project-automarking/tempstore/src/server.py", line 32, in defaultHandler
    response = err.get_response()
AttributeError: 'TypeError' object has no attribute 'get_response'
127.0.0.1 - - [15/Nov/2021 20:26:28] "POST /message/share/v1 HTTP/1.1" 500 -
127.0.0.1 - - [15/Nov/2021 20:26:28] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:29] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:29] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjAzM2JhZmVhLWUxNGMtNDc0MC1hY2M3LTBjZTdmMmE0YTcxZFwiIn0.FR8LjEEyW4AoX7t2MkDHNhGflXnxeDwZjBV2eIVPcWo&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:29] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:29] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:29] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcImIzNGQ3OWZjLTc5ZGUtNGIyNS1hMmQzLWI3MDExNjEzOTBjMVwiIn0.h1uYWZ6no7XnnDskIuFZ4ZLHLuMpy1kUhnrJIRbe3I8&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:29] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:29] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjAzM2JhZmVhLWUxNGMtNDc0MC1hY2M3LTBjZTdmMmE0YTcxZFwiIn0.FR8LjEEyW4AoX7t2MkDHNhGflXnxeDwZjBV2eIVPcWo&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:29] "POST /message/send/v1 HTTP/1.1" 200 -
[2021-11-15 20:26:29,066] ERROR in app: Exception on /message/share/v1 [POST]
Traceback (most recent call last):
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 1513, in full_dispatch_request
    rv = self.dispatch_request()
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 1499, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "/tmp_amd/kamen/export/kamen/3/cs1531/project-automarking/tempstore/src/server.py", line 426, in message_share
    message_share_v1(data['token'], data['og_message_id'], data['message'], data['channel_id'], data['dm_id'] )
  File "/tmp_amd/kamen/export/kamen/3/cs1531/project-automarking/tempstore/src/message.py", line 294, in message_share_v1
    new_message = message + '\n"""\n' + og_message + '\n"""\n'
TypeError: can only concatenate str (not "dict") to str

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 2070, in wsgi_app
    response = self.full_dispatch_request()
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 1515, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask_cors/extension.py", line 165, in wrapped_function
    return cors_after_request(app.make_response(f(*args, **kwargs)))
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 1390, in handle_user_exception
    return self.ensure_sync(handler)(e)
  File "/tmp_amd/kamen/export/kamen/3/cs1531/project-automarking/tempstore/src/server.py", line 32, in defaultHandler
    response = err.get_response()
AttributeError: 'TypeError' object has no attribute 'get_response'
127.0.0.1 - - [15/Nov/2021 20:26:29] "POST /message/share/v1 HTTP/1.1" 500 -
127.0.0.1 - - [15/Nov/2021 20:26:29] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:29] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:29] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOiJcIjFhZGVjMjg2LTkzMWYtNDkzMC04YzZiLWFjNTMxMTFhZGU3MVwiIn0.AwIlgnAEU1_F92qY2Qbc6eWzUz3SdYHfW53SP1AVbzs&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:29] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:29] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:29] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcIjgwOGVjZmEyLWE1ODUtNGM3Yy1hZDg0LTJjYmRkZmFjYzg4OVwiIn0._KKaWEluZfXm3qRbYaPzgP8zB7P3abZvyFyZLb5Emm0&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:29] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:29] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjMsInNlc3Npb25faWQiOiJcImY4ZDBkOWRjLTM3MjUtNDhlYS1iODQxLWMxOGRlNjIyMzBmYVwiIn0.65U__x2IgWUPw13YxpR0TXVr310EVOhFa4JvcjqMszw&u_id=3 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:29] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:29] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOiJcIjgwOGVjZmEyLWE1ODUtNGM3Yy1hZDg0LTJjYmRkZmFjYzg4OVwiIn0._KKaWEluZfXm3qRbYaPzgP8zB7P3abZvyFyZLb5Emm0&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:29] "POST /message/send/v1 HTTP/1.1" 200 -
[2021-11-15 20:26:29,174] ERROR in app: Exception on /message/share/v1 [POST]
Traceback (most recent call last):
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 1513, in full_dispatch_request
    rv = self.dispatch_request()
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 1499, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "/tmp_amd/kamen/export/kamen/3/cs1531/project-automarking/tempstore/src/server.py", line 426, in message_share
    message_share_v1(data['token'], data['og_message_id'], data['message'], data['channel_id'], data['dm_id'] )
  File "/tmp_amd/kamen/export/kamen/3/cs1531/project-automarking/tempstore/src/message.py", line 294, in message_share_v1
    new_message = message + '\n"""\n' + og_message + '\n"""\n'
TypeError: can only concatenate str (not "dict") to str

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 2070, in wsgi_app
    response = self.full_dispatch_request()
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 1515, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask_cors/extension.py", line 165, in wrapped_function
    return cors_after_request(app.make_response(f(*args, **kwargs)))
  File "/import/kamen/3/cs1531/.local/lib/python3.7/site-packages/flask/app.py", line 1390, in handle_user_exception
    return self.ensure_sync(handler)(e)
  File "/tmp_amd/kamen/export/kamen/3/cs1531/project-automarking/tempstore/src/server.py", line 32, in defaultHandler
    response = err.get_response()
AttributeError: 'TypeError' object has no attribute 'get_response'
127.0.0.1 - - [15/Nov/2021 20:26:29] "POST /message/share/v1 HTTP/1.1" 500 -
127.0.0.1 - - [15/Nov/2021 20:26:29] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 20:26:29] "POST /auth/register/v2 HTTP/1.1" 200 -
