Loading Datastore...
 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://127.0.0.1:6080/ (Press CTRL+C to quit)
response 403 Forbidden: Token is invalid <Response 128 bytes [403 FORBIDDEN]>
response 400 Bad Request: DM ID is invalid. <Response 133 bytes [400 BAD REQUEST]>
response 403 Forbidden: Token is invalid <Response 128 bytes [403 FORBIDDEN]>
response 400 Bad Request: Start is greater than the total number of messages in the dm. <Response 177 bytes [400 BAD REQUEST]>
response 403 Forbidden: Invalid token. <Response 126 bytes [403 FORBIDDEN]>
response 400 Bad Request: Invalid dm_id <Response 129 bytes [400 BAD REQUEST]>
response 400 Bad Request: Cannot echo "echo" <Response 144 bytes [400 BAD REQUEST]>
response 403 Forbidden: Invalid Token. <Response 126 bytes [403 FORBIDDEN]>
response 400 Bad Request: Message over 1000 characters. <Response 145 bytes [400 BAD REQUEST]>
response 403 Forbidden: None <Response 112 bytes [403 FORBIDDEN]>
response 400 Bad Request: Already a member. <Response 133 bytes [400 BAD REQUEST]>
response 403 Forbidden: Not an authorised user invalid <Response 142 bytes [403 FORBIDDEN]>
response 400 Bad Request: Message no longer exists. <Response 141 bytes [400 BAD REQUEST]>
response 400 Bad Request: Message is longer than 1000 characters or less than 1 character <Response 179 bytes [400 BAD REQUEST]>
response 403 Forbidden: None <Response 112 bytes [403 FORBIDDEN]>
response 403 Forbidden: None <Response 112 bytes [403 FORBIDDEN]>
response 400 Bad Request: Channel does not exist <Response 138 bytes [400 BAD REQUEST]>
response 400 Bad Request: Email is already taken <Response 138 bytes [400 BAD REQUEST]>
response 400 Bad Request: Email is invalid <Response 132 bytes [400 BAD REQUEST]>
response 403 Forbidden: Token provided is not valid <Response 139 bytes [403 FORBIDDEN]>
response 400 Bad Request: Invalid handle_str <Response 134 bytes [400 BAD REQUEST]>
response 400 Bad Request: Handle_str is already taken <Response 143 bytes [400 BAD REQUEST]>
response 403 Forbidden: Token provided is not valid <Response 139 bytes [403 FORBIDDEN]>
response 400 Bad Request: First name has to be between 1 and 50 characters inclusively <Response 176 bytes [400 BAD REQUEST]>
response 400 Bad Request: First name has to be between 1 and 50 characters inclusively <Response 176 bytes [400 BAD REQUEST]>
response 400 Bad Request: Last name has to be between 1 and 50 characters inclusively <Response 175 bytes [400 BAD REQUEST]>
response 400 Bad Request: Last name has to be between 1 and 50 characters inclusively <Response 175 bytes [400 BAD REQUEST]>
response 403 Forbidden: Token provided is not valid <Response 139 bytes [403 FORBIDDEN]>
response 403 Forbidden: Token provided is not valid <Response 139 bytes [403 FORBIDDEN]>
response 400 Bad Request: Incorrect user id <Response 133 bytes [400 BAD REQUEST]>
response 403 Forbidden: Token not valid <Response 127 bytes [403 FORBIDDEN]>
